squareMeters,numberOfRooms,hasYard,hasPool,floors,cityCode,cityPartRange,numPrevOwners,made,isNewBuilt,hasStormProtector,basement,attic,garage,hasStorageRoom,hasGuestRoom,price
-1.5356874625315273,-0.8740621936988978,-1.015114206772754,-1.0065212629862732,-0.1502424624820073,-0.7139025679020049,-1.5666475120214995,-0.5315179349597016,1.658459770674222,-0.9957589929890145,-1.0017515339332106,-1.658718317921629,0.9469097763462734,-0.2596332039845819,0.9917837522151424,0.3175528760933833,593538.1
-1.5474588652212156,-0.21183115386641527,-1.015114206772754,-1.0065212629862732,0.9919896496922158,-0.4733743104278071,0.5225059975501627,-0.17946101496652295,0.9050180498610478,-0.9957589929890145,-1.0017515339332106,1.2214336586271772,-1.3055507636567338,0.7322669521149654,0.9917837522151424,0.0017762435580115333,565361.4
0.5440085159294539,-1.675710294548745,-1.015114206772754,-1.0065212629862732,-0.9117305372648227,-1.381917341143403,-0.17387850564039137,1.2287666650061917,1.3355561760400045,-0.9957589929890145,0.9982515285738235,1.0105046774489463,1.3909889399041906,-1.0760433324665168,0.9917837522151424,-0.629777021512732,6547199.8
-0.8444231918225329,-0.24668541912075645,0.9851108312031163,-1.0065212629862732,-0.6002126884900346,0.4924785772010909,-0.5220707572356684,0.5246528250198343,-1.0324035179442568,1.0042590697556792,0.9982515285738235,-1.3898532514526667,0.5045545225847766,-0.7861032868374185,0.9917837522151424,-0.9455536540481037,2575019.6
-0.34820791998362566,0.8686510690181615,0.9851108312031163,-1.0065212629862732,1.2688944041586943,1.466226720042214,-0.8702630088309454,-0.17946101496652295,1.2279216444952654,-0.9957589929890145,0.9982515285738235,0.15256492341314792,-0.2808587806643969,-1.1981233516787688,0.9917837522151424,-1.2613302865834755,3997816.7
-1.5896892089952013,1.2171937215615733,-1.015114206772754,0.9935209883525709,-0.7386650657232737,-0.11313597721385953,1.218890500740717,0.876709745013013,1.658459770674222,1.0042590697556792,-1.0017515339332106,-0.3341675775622767,-1.217631364039289,0.6025569317019477,0.9917837522151424,0.3175528760933833,443641.1
0.9559726800902362,-1.292313376750992,0.9851108312031163,-1.0065212629862732,-0.21946865109862687,-0.750089154291371,-1.2184552604262224,-1.2356317749460588,0.5821144552268305,-0.9957589929890145,-1.0017515339332106,0.24068328068168524,-1.5724120001426252,-0.6563932664244008,0.9917837522151424,0.9491061411641267,7731295.1
-0.03244091608219516,-0.7694993979358743,0.9851108312031163,-1.0065212629862732,1.5804122529334823,0.2428777018953008,-1.2184552604262224,0.1725959050266557,-1.140038049488996,-0.9957589929890145,-1.0017515339332106,-0.9960960250755413,-1.1021294076791166,-1.4537283919044215,0.9917837522151424,-0.3140003889773602,4898771.5
-1.512773396761689,1.0429223952898674,0.9851108312031163,0.9935209883525709,0.05743610336785146,0.18490990704764645,0.5225059975501627,-0.17946101496652295,0.4744799236820913,1.0042590697556792,0.9982515285738235,0.7072942670052391,0.6955637280281666,0.7093769485126681,0.9917837522151424,0.3175528760933833,667714.0
0.45140914343579325,-1.0483335199706036,-1.015114206772754,0.9935209883525709,0.09204919767616125,0.8239407828652172,1.218890500740717,0.876709745013013,1.5508252391294828,-0.9957589929890145,0.9982515285738235,-1.3971386274473094,-1.1635005964316858,1.1862520235605274,0.9917837522151424,-1.2613302865834755,6283765.0
-0.9077163125160498,-0.8392079284445566,-1.015114206772754,-1.0065212629862732,-1.2578614803479207,-1.3063583636299132,0.5225059975501627,-0.17946101496652295,0.6897489867715696,1.0042590697556792,-1.0017515339332106,1.128458384028878,0.049787118289052384,-0.8585882982446931,-1.0082843137594328,-1.5771069191188472,2390553.2
-1.709918194330237,0.24127429444002016,0.9851108312031163,-1.0065212629862732,1.5111860643168626,0.33159543809583275,-1.5666475120214995,-1.5876886949392375,1.2279216444952654,1.0042590697556792,0.9982515285738235,0.015530470180580042,0.4469759353843324,0.6140019335030963,-1.0082843137594328,-1.5771069191188472,105869.7
1.311245489457653,0.7989425385094792,-1.015114206772754,-1.0065212629862732,-1.5001531405060893,-0.8219429023850883,0.8706982491454398,-1.5876886949392375,-1.140038049488996,1.0042590697556792,0.9982515285738235,1.2977566452377214,-1.6610209636786382,-1.343093374493318,0.9917837522151424,1.5806594062348702,8743030.5
0.5608098354954482,-0.7346451326815331,0.9851108312031163,-1.0065212629862732,0.022823009059541672,1.6747930452318331,-1.2184552604262224,0.5246528250198343,0.15157632904787383,1.0042590697556792,0.9982515285738235,0.9234270881796436,0.2218333159718169,0.6330769365050106,0.9917837522151424,-1.5771069191188472,6597942.7
1.3232264720171876,-1.083187785224945,-1.015114206772754,0.9935209883525709,1.1650551212337648,1.1147493498488499,-0.5220707572356684,0.1725959050266557,-1.140038049488996,-0.9957589929890145,-1.0017515339332106,1.2072098293043032,0.81451350398118,1.6402370950060894,-1.0082843137594328,0.0017762435580115333,8780796.5
-0.17352309846691616,-0.5952280716641684,-1.015114206772754,-1.0065212629862732,0.19588848060109063,-1.6287479514624472,1.5670827523359938,0.1725959050266557,-0.4942308602205611,1.0042590697556792,0.9982515285738235,1.3241227678850003,1.676123620232139,0.015046839242985046,0.9917837522151424,-1.5771069191188472,4495840.1
-0.8901116034489789,0.7989425385094792,-1.015114206772754,-1.0065212629862732,-0.0810162738653877,0.7769155347152085,-0.17387850564039137,-1.5876886949392375,-1.140038049488996,1.0042590697556792,-1.0017515339332106,0.4242053712134027,-1.1141967762540599,-0.16044318837462715,-1.0082843137594328,0.3175528760933833,2445049.5
